25792	phosphate	43474	OP([O-])([O-])=O
60148	(L-glutamyl)n-L-γ-glutamyl-L-glutamate residue	143623	-
60148	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
60148	L-glutamate	29985	[NH3+][C@@H](CCC([O-])=O)C([O-])=O
60148	ADP	456216	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
60148	H+	15378	[H+]
60148	phosphate	43474	OP([O-])([O-])=O
49888	(1R,6R)-1,4,5,5a,6,9-hexahydrophenazine-1,6-dicarboxylate	131971	C1C=C[C@H]([C@]2(C1=NC=3[C@@H](C=CCC3N2)C(=O)[O-])[H])C(=O)[O-]
49888	O2	15379	O=O
49888	(1R,10aS)-1,4,10,10a-tetrahydrophenazine-1,6-dicarboxylate	131973	C1=CC=C(C2=C1N[C@]3([C@@H](C=CCC3=N2)C(=O)[O-])[H])C(=O)[O-]
49888	H2O2	16240	[H]OO[H]
17017	(R)-N6-dihydrolipoyl-L-lysyl-[protein]	83100	SCC[C@H](S)CCCCC(=O)NCCCC[C@H](N-*)C(-*)=O
17017	acetyl-CoA	57288	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12
17017	(R)-N6-(S8-acetyldihydrolipoyl)-L-lysyl-[protein]	83111	CC(=O)SCC[C@H](S)CCCCC(=O)NCCCC[C@H](N-*)C(-*)=O
17017	CoA	57287	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
48312	benzoyl-CoA	57369	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1
48312	H+	15378	[H+]
48312	NADPH	57783	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
48312	O2	15379	O=O
48312	2,3-epoxy-2,3-dihydrobenzoyl-CoA	88118	[C@@H]1(N2C3=C(C(=NC=N3)N)N=C2)O[C@H](COP(OP(OCC(C)([C@H](C(NCCC(NCCSC(=O)C4=CC=CC5C4O5)=O)=O)O)C)(=O)[O-])(=O)[O-])[C@H]([C@H]1O)OP([O-])([O-])=O
48312	H2O	15377	[H]O[H]
48312	NADP+	58349	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
51936	2-(glutathione-S-yl)-hydroquinone	134616	[NH3+][C@@H](CCC(=O)N[C@@H](CSC1=CC(=CC=C1O)O)C(=O)NCC(=O)[O-])C(=O)[O-]
51936	glutathione	57925	[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-]
51936	glutathione disulfide	58297	[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(=O)NCC([O-])=O)C(=O)NCC([O-])=O)C([O-])=O
51936	hydroquinone	17594	Oc1ccc(O)cc1
23468	2-aminobenzenesulfonate	15942	Nc1ccccc1S([O-])(=O)=O
23468	H+	15378	[H+]
23468	NADH	57945	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
23468	O2	15379	O=O
23468	2,3-dihydroxybenzenesulfonate	33565	Oc1cccc(c1O)S([O-])(=O)=O
23468	NAD+	57540	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
23468	NH4+	28938	[H][N+]([H])([H])[H]
36695	dTDP-4-O-demethyl-β-L-noviose	74153	Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])(=O)O[C@H]3OC(C)(C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
36695	novobiocic acid	73953	CC(C)=CCc1cc(ccc1O)C(=O)Nc1c([O-])c2ccc(O)c(C)c2oc1=O
36695	desmethyldescarbamoylnovobiocin	73957	CC(C)=CCc1cc(ccc1O)C(=O)Nc1c([O-])c2ccc(O[C@@H]3OC(C)(C)[C@H](O)[C@@H](O)[C@H]3O)c(C)c2oc1=O
36695	dTDP	58369	Cc1cn([C@H]2C[C@H](O)[C@@H](COP([O-])(=O)OP([O-])([O-])=O)O2)c(=O)[nH]c1=O
36695	H+	15378	[H+]
50472	anthraniloyl-CoA	57331	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1N
50472	H+	15378	[H+]
50472	malonyl-CoA	57384	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC([O-])=O
50472	(2-aminobenzoyl)acetyl-CoA	131447	[C@@H]1(N2C3=C(C(=NC=N3)N)N=C2)O[C@H](COP(OP(OCC(C)([C@H](C(NCCC(NCCSC(CC(C4=CC=CC=C4N)=O)=O)=O)=O)O)C)(=O)[O-])(=O)[O-])[C@H]([C@H]1O)OP([O-])([O-])=O
50472	CO2	16526	O=C=O
50472	CoA	57287	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
13309	H2O	15377	[H]O[H]
13309	NAD+	57540	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
13309	vanillin	18346	[H]C(=O)c1ccc(O)c(OC)c1
13309	4-hydroxy-3-methoxybenzoate	16632	COc1cc(ccc1O)C([O-])=O
13309	H+	15378	[H+]
13309	NADH	57945	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
28570	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
28570	L-serine	33384	[NH3+][C@@H](CO)C([O-])=O
28570	diphosphate	33019	OP([O-])(=O)OP([O-])([O-])=O
28570	L-seryl-5'-AMP	61231	N[C@@H](CO)C(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
14305	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
14305	L-proline	60039	[O-]C(=O)[C@@H]1CCC[NH2+]1
14305	tRNAPro	78442	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(-*)=O)[C@@H](O)[C@H]1O
14305	AMP	456215	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
14305	diphosphate	33019	OP([O-])(=O)OP([O-])([O-])=O
14305	L-prolyl-tRNAPro	78532	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(-*)=O)[C@@H](OC(=O)[C@@H]2CCC[NH2+]2)[C@H]1O
49296	keto-L-sorbose	13172	OC[C@H](O)[C@@H](O)[C@H](O)C(=O)CO
49296	Nπ-phospho-L-histidyl-[protein]	-	C(*)(=O)[C@@H](N*)CC=1N(C=NC1)P([O-])(=O)[O-]
49296	-	64837	-
49296	L-histidyl-[protein]	29979	C(*)(=O)[C@@H](N*)CC=1N=CNC1
49296	L-sorbose 1-phosphate	137409	[C@H](O)([C@H](O)C(COP(=O)([O-])[O-])=O)[C@H](CO)O
61668	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
61668	CoA	57287	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS
61668	salicylate	30762	Oc1ccccc1C([O-])=O
61668	2-hydroxybenzoyl-CoA	67148	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1O
61668	AMP	456215	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
61668	diphosphate	33019	OP([O-])(=O)OP([O-])([O-])=O
60400	Fe(III)-{N-(2,3-dihydroxybenzoyl)-L-seryl-[N-(C-5-[deoxy-β-D-glucosyl]-2,3-dihydroxybenzoyl)-L-serine]2}	143773	C1([C@H](CO)NC(=O)C2=C3C(=CC=C2)O[Fe-3]456(O3)OC7=C(C=C(C=C7O4)[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C(=O)N[C@H](C(OC[C@@H](C([O-])=O)NC(=O)C9=C(C(=CC(=C9)[C@H]%10[C@@H]([C@H]([C@@H]([C@H](O%10)CO)O)O)O)O5)O6)=O)CO1)=O
60400	H+	15378	[H+]
60400	H2O	15377	[H]O[H]
60400	Fe(III)-{N-(2,3-dihydroxybenzoyl)-L-seryl-N-(C-5-[deoxy-β-D-glucosyl]-2,3-dihydroxybenzoyl)-L-serine}	143775	OC[C@H]1C(OC[C@@H](C([O-])=O)NC(=O)C=2C3=C(C=C(C2)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[Fe-]5(OC6=C(C(=O)N1)C=CC=C6O5)O3)=O
60400	N-(C-5-[deoxy-β-D-glucosyl]-2,3-dihydroxybenzoyl)-L-serine	143778	OC[C@@H](C([O-])=O)NC(=O)C1=C(C(=CC(=C1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O
28394	L-alanyl-L-glutamate	61396	C[C@H]([NH3+])C(=O)N[C@@H](CCC([O-])=O)C([O-])=O
28394	L-alanyl-D-glutamate	61395	C[C@H]([NH3+])C(=O)N[C@H](CCC([O-])=O)C([O-])=O
10700	H2O	15377	[H]O[H]
10700	limonene 1,2-epoxide	16431	CC(=C)C1CCC2(C)OC2C1
10700	limonene-1,2-diol	17219	CC(=C)C1CCC(C)(O)C(O)C1
20936	2,3-dihydroxy-3-methylbutanoate	11424	CC(C)(O)C(O)C([O-])=O
20936	3-methyl-2-oxobutanoate	11851	CC(C)C(=O)C([O-])=O
20936	H2O	15377	[H]O[H]
59400	L-2-aminohexanoate	58455	CCCC[C@H]([NH3+])C([O-])=O
59400	D-2-aminohexanoate	143080	C([C@H](C([O-])=O)[NH3+])CCC
14805	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
14805	D-allose	40822	[H]C(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
14805	ADP	456216	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
14805	D-allose 6-phosphate	58328	[H]C(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O
14805	H+	15378	[H+]
30111	Fe(III)-enterobactin	28199	[H][C@]12COC(=O)[C@]3([H])COC(=O)[C@]([H])(COC1=O)NC(=O)c1cccc4O[Fe-3]56(Oc7cccc(C(=O)N2)c7O5)(Oc2cccc(C(=O)N3)c2O6)Oc14
30111	H+	15378	[H+]
30111	H2O	15377	[H]O[H]
30111	Fe(III)-[N-(2,3-dihydroxybenzoyl)-L-serine]	143010	C([C@H](CO)NC(=O)C1=C2C(=CC=C1)O[Fe+]O2)([O-])=O
30111	N-(2,3-dihydroxybenzoyl)-L-serine	58154	OC[C@H](NC(=O)c1cccc(O)c1O)C([O-])=O
54444	a (2R,3S,4S)-leucoanthocyanidin	138176	C12=C(C(=C(C(=C1O[C@@H]([C@H]([C@H]2O)O)C3=C(C(=C(C(=C3*)*)*)*)*)*)*)*)*
54444	NADP+	58349	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
54444	a (2R,3R)-dihydroflavonol	138188	C12=C(C(=C(C(=C1O[C@@H]([C@H](C2=O)O)C3=C(C(=C(C(=C3*)*)*)*)*)*)*)*)*
54444	H+	15378	[H+]
54444	NADPH	57783	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](OP([O-])([O-])=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
33063	H+	15378	[H+]
33063	NAD+	57540	NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
33063	reduced [2Fe-2S]-[putidaredoxin]	33738	S1[Fe]S[Fe+]1
33063	NADH	57945	NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O
33063	oxidized [2Fe-2S]-[putidaredoxin]	33737	S1[Fe+]S[Fe+]1
13565	4-O-[(2R)-glycerylphospho]-N-acetyl-β-D-mannosaminyl-(1→4)-N-acetyl-α-D-glucosaminyl di-trans,octa-cis-undecaprenyl diphosphate	132211	O(P(OP(O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2NC(=O)C)O)OP(OC[C@@H](CO)O)([O-])=O)CO)CO)([O-])=O)([O-])=O)C/C=C(/C)\CC/C=C(/C)\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)/C)/C)/C)/C
13565	CDP-glycerol	58311	C=1N(C(N=C(C1)N)=O)[C@@H]2O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@@H](CO)O)(=O)[O-])(=O)[O-]
13565	4-O-({poly[(2R)-glycerylphospho]}-(2R)-glycerylphospho)-N-acetyl-β-D-mannosaminyl-(1→4)-N-acetyl-α-D-glucosaminyl undecaprenyl diphosphate	132224	-
13565	CMP	60377	Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
13565	H+	15378	[H+]
57296	an N2-(1-hydroxy-2-oxoethyl)-2'-deoxyguanosine in DNA	-	C1(=O)NC(=NC2=C1N=CN2[C@@H]3O[C@H](COP(=O)(*)[O-])[C@@H](O*)C3)NC(C([H])=O)O
57296	-	141579	[H]O[H]
57296	H2O	15377	-
57296	a 2'-deoxyguanosine in DNA	-	Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1C[C@H](O-*)[C@@H](COP([O-])(-*)=O)O1
57296	-	85445	OCC([O-])=O
57296	glycolate	29805	-
57296	H+	15378	[H+]
21448	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
21448	H2O	15377	[H]O[H]
21448	N2	17997	N#N
21448	reduced [2Fe-2S]-[ferredoxin]	33738	S1[Fe]S[Fe+]1
21448	ADP	456216	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
21448	H+	15378	[H+]
21448	H2	18276	[H][H]
21448	NH4+	28938	[H][N+]([H])([H])[H]
21448	oxidized [2Fe-2S]-[ferredoxin]	33737	S1[Fe+]S[Fe+]1
21448	phosphate	43474	OP([O-])([O-])=O
16609	AMP	456215	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O
16609	diphosphate	33019	OP([O-])(=O)OP([O-])([O-])=O
16609	5-phospho-α-D-ribose 1-diphosphate	58017	O[C@H]1[C@@H](O)[C@H](O[C@@H]1COP([O-])([O-])=O)OP([O-])(=O)OP([O-])([O-])=O
16609	adenine	16708	Nc1ncnc2[nH]cnc12
42328	1,2-dioctanoyl-sn-glycero-3-phospho-(1-D-myo-inositol-3-phosphate)	78934	CCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](OP([O-])([O-])=O)[C@H]1O)OC(=O)CCCCCCC
42328	H2O	15377	[H]O[H]
42328	1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol)	65221	CCCCCCCC(=O)OC[C@H](COP([O-])(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCC
42328	phosphate	43474	OP([O-])([O-])=O
13353	4-O-[di(2R)-glycerylphospho]-N-acetyl-β-D-mannosaminyl-(1→4)-N-acetyl-α-D-glucosaminyl di-trans,octa-cis-undecaprenyl diphosphate	133867	O(P(OP(O[C@H]1O[C@@H]([C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]2O[C@@H]([C@H]([C@@H]([C@@H]2NC(=O)C)O)OP(OC[C@@H](COP(OC[C@@H](CO)O)([O-])=O)O)([O-])=O)CO)CO)([O-])=O)([O-])=O)C/C=C(/C)\CC/C=C(/C)\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(\CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)/C)/C)/C)/C
13353	CDP-L-ribitol	57608	C=1N(C(N=C(C1)N)=O)[C@@H]2O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]([C@H]([C@H](CO)O)O)O)(=O)[O-])(=O)[O-]
13353	4-O-({poly[1-D-ribitylphospho]}-di{[2R]-glycerylphospho})-N-acetyl-β-D-mannosaminyl-(1→4)-N-acetyl-α-D-glucosaminyl di-trans,octa-cis-undecaprenyl diphosphate	133896	-
13353	CMP	60377	Nc1ccn([C@@H]2O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]2O)c(=O)n1
13353	H+	15378	[H+]
14437	H2O	15377	[H]O[H]
14437	L-lysine	32551	[NH3+]CCCC[C@H]([NH3+])C([O-])=O
14437	O2	15379	O=O
14437	6-amino-2-oxohexanoate	58183	[NH3+]CCCCC(=O)C([O-])=O
14437	H2O2	16240	[H]OO[H]
14437	NH4+	28938	[H][N+]([H])([H])[H]
46704	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
46704	H+	15378	[H+]
46704	salicylate	30762	Oc1ccccc1C([O-])=O
46704	2-hydroxybenzoyl-5'-AMP	86458	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
46704	diphosphate	33019	OP([O-])(=O)OP([O-])([O-])=O
48432	ATP	30616	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O)[C@@H](O)[C@H]1O
