['O 1 [C@@H] ( [n+] 2 c c ( c c c 2 ) C ( = O ) N ) [C@@H] ( [C@@H] ( [C@H] 1 C O P ( = O ) ( O P ( = O ) ( O C [C@@H] 1 [C@@H] ( O ) [C@H] ( [C@H] ( n 2 c 3 c ( c ( n c n 3 ) N ) n c 2 ) O 1 ) O ) [O-] ) [O-] ) O ) O > c 1 2 c ( c c c c c 2 ) c ( c c 1 ) O C C 2', 'C', '1', 'O', '[H+] > *']
['n 1 c n c 2 c ( c 1 N ) n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( O P ( = O ) ( [O-] ) O C C ( C ) ( C ) [C@H] ( C ( = O ) N C C C ( = O ) N C C S C ( * ) = O ) O ) [O-] ) [C@H] ( [C@H] 1 O ) O P ( [O-] ) ( = O ) [O-] > [NH3+] [C@H] ( [C@H] ( O ) * ) C O', '*', '[NH3+]', '= O', 'P ( [O-] ) ( O C C C [C@H] ( * ) [O-] ) O']
['[NH3+] [C@H] ( C ( = O ) [O-] ) [C@H] ( O ) C O > O = P ( [O-] ) ( [O-] ) O', '[H+]', '*', '[H+]', '[NH4+]']
['[NH3+] [C@@H] ( C [SeH] ) C ( = O ) [O-] > O = C ( [O-] ) C C C ( = O ) C ( = O ) [O-] > [NH3+] [C@@H] ( C [SeH] ) C ( = O ) [O-]', '[H+]', '', '> O', '[H+]']
['[NH3+] [C@@H] ( C C C ( = O ) N [C@@H] ( C S ) C ( = O ) N C C ( = O ) [O-] ) C ( = O ) [O-] > C C ( = O ) C ( = O ) O', '[NH3+]', '[NH3+]', 'O', 'O']
['C 1 c 2 c c c c c 2 [C@@H] 2 O [C@@H] 2 C 1 > O', 'O', 'O', '[C-]', '[H+]']
['* N C ( = O ) [C@H] ( C c 1 c [nH] c n 1 ) N C ( * ) = O > O = P ( [O-] ) ( [O-] ) O C [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( O ) [C@H] ( O ) [C@H] ( O ) C O > [H+]', '* C N', '= O', '', '[H+]']
['[O-] P ( = O ) ( O P ( = O ) ( O C [C@H] 1 O [C@@H] ( n 2 c 3 n c n c ( N ) c 3 n c 2 ) [C@H] ( O P ( [O-] ) ( = O ) [O-] ) [C@@H] 1 O ) [O-] ) O C [C@H] 1 O [C@H] ( [C@@H] ( [C@@H] 1 O ) O ) [n+] 1 c c c c ( C ( N ) = O ) c 1 > [C@@H] ( O ) ( N c 1 [nH] c n ( c 1 ) C [C@@H] ( N C ( = O ) [C@@H] ( N 1 ) C ( = O ) [O-] ) O ) = O', 'O', 'c 1 [nH] c ( N ) c ( [nH] c 2 = O', 'N ) = O', '[C@H] ( C O']
['C C C C C C C C C C C C C C C ( = O ) S C C N C ( = O ) C C N C ( = O ) [C@H] ( O ) C ( C ) ( C ) C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O P ( = O ) ( [O-] ) [O-] > [H+] > N C ( = O ) C 1 = C N ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) C = C C 1', '[H+]', 'C C ( = O ) C C ( = O ) [O-]', 'O', 's 1']
['c 1 c c c c ( c 1 ) O > O = S ( [O-] ) ( = O ) S', 'O', 'c 1 c c c c c c c c 1', '[NH4+]', '[O-]']
['[H+] > O ( P ( O C [C@@H] 1 [C@H] ( [C@@H] ( O ) [C@H] ( n 2 c 3 c ( c ( N ) n c n 3 ) n c 2 ) O 1 ) O ) ( = O ) [O-] ) P ( [O-] ) ( O P ( = O ) ( [O-] ) [O-] ) = O > O', 'O', 'O', '', 'N c 1 c c c n ( P ( [O-] ) ( = O ) [O-] ) c n c n ( c 2 n ( = O ) [O-] ) c 1']
['[H+] > C C C C C C C C C C C C C C C ( O C [C@@H] ( O C ( = O ) C C C C C C C C C C C C C ) C O ) [C@@H] ( C O ) [NH3+] > [O-] P ( [O-] ) ( = O ) O C [C@H] ( [NH3+] ) C ( = O ) [O-]', 'O', '[O-]', '', '[O-]']
['* [NH2+] [C@@H] ( * ) C ( = O ) N [C@@H] ( C c 1 c c c ( O ) c c 1 ) C ( = O ) [O-] > [NH3+] [C@@H] ( C C ( = O ) [O-] ) C ( = O ) [O-]', 'C C ( = O ) [O-]', 'C', '( * ) = O', '> O']
['C ( = C ( \\ C ) C O P ( O P ( = O ) ( [O-] ) [O-] ) ( [O-] ) = O ) \\ C C / C = C ( \\ C ) C C C = C ( C ) C > [S-2] 1 [Fe+3] ( [S-2] [Fe+3] 1 ( * * ) * * ) ( * * ) * * > O = O', '[O-] P ( [O-] ) ( [O-] ) O', 'C O', '> O', '[SH2+]']
['O C 1 C ( C ( C ( = O ) N ) = C N 1 ) [C@@H] ( [C@@H] ( [C@H] ( O ) [C@H] 1 O ) O ) O > [H+] > n 1 c 2 n ( [C@H] 3 [C@H] ( O ) [C@H] ( O ) [C@H] ( O 3 ) C O P ( = O ) ( [O-] ) O P ( = O ) ( O C [C@H] 3 O [C@H] ( [C@@H] ( [C@@H] 3 O ) O ) N 3 C = C ( C ( N ) = O ) C C = C 3 ) [O-] ) c n c 2 c ( n c 1 2 ) N', 'P ( [O-] ) ( [O-] ) = O', '> O', '*', '[O-]']
['C ( * ) ( = O ) O > O', 'C', '[NH4+] > O O', 'O', '> O']
['[H+] > O [C@@H] 1 [C@@H] ( O ) [C@@H] ( C O ) O C 1 O > O = P ( [O-] ) ( [O-] ) O [C@H] 1 [C@@H] ( O [C@H] ( C O P ( O P ( [O-] ) ( = O ) O C [C@H] 2 O [C@H] ( [C@@H] ( [C@@H] 2 O ) O ) N 2 C = C ( C ( = O ) N ) C C = C 2 ) ( = O ) [O-] ) [C@H] 1 O ) n 1 c n c 2 c 1 n c n c 2 N', '[H+]', 'N', '= P ( [O-] ) ( O ) [O-]', '2']
['N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 1 O > * [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O ) [C@@H] ( O ) [C@H] 1 O', '*', 'Cl', '= O', 'N']
['N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 1 O > * N C ( = O ) [C@H] ( C c 1 c c c ( O P ( = O ) ( O ) O ) c c 1 ) N C ( * ) = O', 'N', '[H+]', 'C ( * ) = O', '[H+]']
['O = C ( [O-] ) [C@@H] ( [NH3+] ) C O > N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 1 O > O = C ( [O-] ) O', 'O', 'O', 'N', '[H+] > O = C = O']
['C ( C C ) C C C C C C C C C C C C ( = O ) S * > O C ( C C ( S * ) = O ) = O', '*', 'C', 'C ( = O ) O', 'S *']
['* N [C@H] ( C ( * ) = O ) C C C ( = O ) N C ( = O ) O > N', '8', '', 'I', 'I']
['[O-] C ( = O ) / C = C \\ C C C C C / C = C / C = C \\ C C C C ( = O ) [O-] > [H+]', '[H+]', '[C@H] ( C / C = C \\ C C C ( = O ) [O-] ) = O', '> O', '[Na+]']
['* C ( = O ) O C [C@H] ( C O P ( = O ) ( [O-] ) O [C@@H] 1 [C@H] ( O ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@H] 1 O ) O C ( * ) = O > O', '[C@@H] 1 [C@H] ( O ) [C@@H] ( O ) [C@H] ( O ) [C@H] ( O 1 O ) O', 'P ( = O ) ( [O-] ) [O-]', '', 'P ( [O-] ) ( [O-] ) O']
['N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] 1 O > [H+] > C [C@@] ( O ) ( C O ) [C@@H] ( O ) C ( = O ) [O-] > O = P ( [O-] ) ( [O-] ) O', 'O', '[H+]', 'N = P ( [O-] ) ( [O-] ) O', '*']
['[NH3+] [C@@H] ( C C C C ( = O ) N 1 C C C 1 ) C ( = O ) [O-] > O', '[NH3+]', '[NH3+]', 'O', 'c 1 c c c c c c c c c c 1']
['C [S@@+] ( C C [C@H] ( [NH3+] ) C ( = O ) [O-] ) C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O > C = C C 1 = C ( C ) C 2 = C c 3 c ( C = C ) c ( C ) c 4 = C C 5 = [N+] 6 [Mg-2] 6 ( n 7 4 ) [C@H] ( O ) [C@@H] ( C ) [C@H] ( C = 7 C ( = O ) O ) c c c 6 c 7 C ( C ) = C C 1 = [N+] 2 6', '4 ) C ( = O', 'O', '3 C', '= O']
['O = C ( [O-] ) [C@@H] ( [NH3+] ) C > O = P ( [O-] ) ( [O-] ) O', '[H+] > O', '[C-]', 'Cl', '[NH4+]']
['N c 1 n c 2 c ( n c n 2 [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O [C@H] 3 O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c ( = O ) [nH] 1 > * C ( = O ) N [C@@H] ( C O [C@@H] 1 O [C@H] ( C O ) [C@@H] ( O [C@@H] 2 O [C@H] ( C O ) [C@H] ( O ) [C@H] ( O [C@@H] 3 O [C@@H] ( C ) [C@@H] ( O ) [C@@H] ( O [C@@H] 4 O [C@H] ( C O ) [C@H] ( O ) [C@H] ( O ) [C@H] 4 O ) [C@H] ( O ) [C@H] 3 N C ( C ) = O ) [C@H] 2 O ) [C@H] ( O ) [C@H] 1 O ) [C@H] ( O ) / C = C / C C C C C C C C C C C C C', '', '[H+]', 'O', '[Na+]']
['c 1 n c 2 c ( n c n c 2 N ) n 1 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( [O-] ) ( = O ) [O-] ) [C@H] ( [C@H] 1 O ) O > C [C@@H] ( [NH3+] ) C ( = O ) [O-] > C ( = O ) N [C@H] 1 [C@H] ( [C@@H] ( [C@H] ( O P ( O P ( [O-] ) ( = O ) O C [C@@H] 2 [C@H] ( [C@H] ( [C@@H] ( O 2 ) n 2 c c c ( [nH] c 2 = O ) = O ) O ) O ) ( [O-] ) = O ) O ) O [C@@H] 1 C O ) N C ( [C@@H] ( C ) C ( = O ) [O-] ) = O ) C C [C@@H] ( C ( = O ) [O-] ) [NH3+]', '[C@H] ( C ) O', '[nH] 1 c c c c c 1 = O > C ( = O ) ( C C C ( = O ) [O-] ) [O-]', '[Fe-4] ( C ) ( = O ) C', 'n 1 c n 1 c n ( c n 2 N C']
['O = C 1 O [C@H] ( [C@@H] ( O ) C O ) C ( [O-] ) = C 1 O > O O', 'C', '', '[H+]', '> O = O']
['O = P ( [O-] ) ( [O-] ) O C [C@H] 1 O [C@] ( O ) ( C O ) [C@@H] ( O ) [C@@H] 1 O > [H+] > N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O [C@H] 2 O [C@H] ( C O ) [C@@H] ( O ) [C@H] ( O ) [C@H] 1 O ) [C@@H] ( O ) C O', 'O', 'O P ( = O', '', '= O']
['O c 1 c c c c n 1 > N c 1 n c n c 2 c 1 n c n 2 [C@@H] 1 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 2 O [C@@H] ( [n+] 3 c c c ( C ( = O ) N ) c c 3 ) [C@H] ( O ) [C@@H] 2 O ) [C@@H] ( O ) [C@H] 1 O P ( = O ) ( [O-] ) [O-]', 'O', 'O', '[C-]', '[NH4+]']
['O [C@@H] 1 [C@@H] ( C S C C [C@H] ( [NH3+] ) C ( [O-] ) = O ) O [C@H] ( [C@@H] 1 O ) n 1 c 2 c ( c ( n c n 2 ) N ) n c 1 > * S C ( = O ) C C ( = O ) O C', 'n 1 c ( * ) c ( O ) c 2 n c 1', '', 'N ) *', 'C']
['C ( C ( = O ) C ( [O-] ) = O ) C C > [NH4+] > [C@@H] 1 ( [C@@H] ( [C@@H] ( [C@H] ( O [C@H] 1 n 1 c n c 2 c ( N ) n c n c 1 2 ) C O P ( = O ) ( O P ( O C [C@@H] 1 [C@@H] ( O ) [C@H] ( [C@@H] ( O 1 ) [n+] 1 c c c c ( C ( N ) = O ) c 1 ) O ) ( = O ) [O-] ) [O-] ) O ) O ) O', '[n+] 1 c c c c c ( C ( c 1 ) N ) = O', '( C ) C', '= O > O', 'O']
['* O [C@@H] 1 [C@@H] ( C O ) O [C@@H] ( O [C@@H] 2 [C@@H] ( C O ) O [C@@H] ( O [C@@H] 3 [C@@H] ( C O ) O [C@@H] ( O [C@@H] 4 [C@@H] ( C O ) O [C@@H] ( O * ) [C@H] ( N C ( C ) = O ) [C@H] 4 O ) [C@H] ( N C ( C ) = O ) [C@H] 3 O ) [C@H] ( N C ( C ) = O ) [C@H] 2 O ) [C@H] ( N C ( C ) = O ) [C@H] 1 O > O', 'C', 'O', '', '']
['O = C ( [O-] ) C C ( = O ) C ( = O ) [O-] > O', '[O-]', 'C', '[Na+]', '[Na+]']
['C ( / C = C / C ( C ) = C / C = C / C ( = C / C = C / C = C ( / C = C / C = C ( / C ) C ) C ) C ) = C > C ( C ( C ) = O ) / C = C ( \\ C ) C > *', '( = O ) [O-]', '8', '[C@H] ( C ( = O ) * ) P ( O ) ( O ) [O-]', '[S-2] 1']
['C C C C C C C C C C C C C C C ( = O ) [O-] > O = C = O > N C ( = O ) c 1 c c c [n+] ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c 1 > C C ( C ) ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) C ( = O ) N C C C ( = O ) N C C S > O', '', '', '[C-] # N', '( C C C ( = O ) C C C C ( = O ) [O-]']
['O O > C / C 1 = C / C ( C ( O C ) = C 1 ) = O', 'C', 'N C ( = O ) O', '*', '*']
['C c 1 n c c ( C [n+] 2 c s c ( C C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) c 2 C ) c ( N ) n 1 > C c 1 c ( C ) n (', '* ) c ( = O ) n c 1', 'N ) C', 'O', 's c ( C C']
['O C [C@H] 1 O [C@@H] ( O ) [C@H] ( O ) [C@@H] ( O ) [C@H] 1 O > O C C ( O ) C O', '[C@H] ( O ) C O', '[C@@H] ( O ) [C@H] ( O ) [C@H] ( O ) [C@H] 1 O', '[H+] > O', '']
['O = C 1 [C@@H] ( O ) [C@H] ( O ) O [C@H] ( C O ) [C@H] 1 O > [H+] > N C ( = O ) C 1 = C N ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) C = C C 1', 'O', 'O', '', '']
['O = [N+] ( [O-] ) C > N C ( = O ) c 1 c c c [n+] ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c 1 > O', '', '', '', '']
['O = P ( O C [C@@H] ( O ) [C@@H] ( O ) [C@H] ( C n 1 c 2 c ( n c 3 - c 1 n c ( = O ) [nH] c 3 = O ) N ) O ) ( O ) O P ( [O-] ) ( = O ) [O-] > c 1 2 c ( c c ( c c 2 ) C ) N ( C [C@H] ( O ) [C@H] ( O ) [C@H] ( O ) C O P ( = O ) ( [O-] ) [O-] ) C 2 C ( = N C ) = O', 'c 1 c c c c c 1', 'Cl', 'O', 'c ( = O ) [nH] c 1 n c ( = O ) n c n c n 2']
['C = C 1 C [C@] 2 3 C [C@@] 1 ( O ) C ( = O ) C [C@H] 2 [C@@] 1 2 C [C@H] ( O ) C [C@@] 1 2 C ( = O ) C [C@H] 3 O', '= O', '*', '* > O', '[C@@] 1 ( C C C C [C@@H] ( = O ) C [C@H] 2 C [C@H] ( O ) C [C@H] 3 O ) C [C@@] ( O ) C [C@@] ( O ) ( C 3 O ) = O']
['O = P ( [O-] ) ( [O-] ) O C [C@H] 1 O [C@H] ( O ) [C@@H] ( O ) [C@@H] ( O ) [C@@H] 1 O > [H+] > N c 1 n c n c 2 c 1 n c n 2 [C@H] 1 C [C@H] ( O ) [C@@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) [O-] ) O 1', '[H+]', '*', '[NH3+]', '2']
['C C / C = C \\ C C C C C C C [C@H] ( O ) C C ( = O ) S C C N C ( = O ) C C N C ( = O ) [C@H] ( O ) C ( C ) ( C ) C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 1 O [C@@H] ( n 2 c n c 3 c ( N ) n c n c 3 2 ) [C@H] ( O ) [C@@H] 1 O P ( = O ) ( [O-] ) [O-] > N C ( = O ) c 1 c c c [n+] ( [C@@H] 2 O [C@H] ( C O P ( = O ) ( [O-] ) O P ( = O ) ( [O-] ) O C [C@H] 3 O [C@@H] ( n 4 c n c 5 c ( N ) n c n c 5 4 ) [C@H] ( O ) [C@@H] 3 O ) [C@@H] ( O ) [C@H] 2 O ) c 1', 'N', 'n 1', 'C = C C C ( = O ) C C 1 > [H+]', 'n c n c n c n c 1 2']
['N C ( = [NH2+] ) N C C C [C@H] ( [NH3+] ) C ( = O ) [O-] > O = C 1 C C C [C@@H] ( 1 ) O', 'N 1 C C ( = O ) [O-]', 'N 1 C C C C ( = O ) [O-]', '[NH4+]', '> [H+]']
['O = C ( O C ) [C@@H] 1 c 2 c ( c c 3 c ( c 2 C ( c 2 c c c ( [O-] ) c c 2 C ( = O ) O ) C ) [C@] 1 ( O ) C ( = O ) O ) C', '[C@] 1 ( O ) C', '4 = O', '[H+]', '> O']
['[H+] > c 1 2 n c n ( c 2 n c n c ( N ) [nH] 1 ) [C@@H] 1 O [C@H] ( C O P ( O P ( = O ) ( O C [C@@H] 2 [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( O 2 ) N 2 C = C C C ( C ( N ) = O ) = C 2 ) [O-] ) ( = O ) [O-] ) [C@H] ( [C@H] 1 O ) O > O = O > c 1 [nH] c 2 c ( c c 1 ) [nH] c ( [nH] 2 ) = O', 'O', '1', '[C@H] ( C ( = O ) [O-] ) [O-]', '[H+]']
['c 1 c 2 C ( C C C 3 C C C 3 ( c 2 c c ( F ) c 1 ) F ) c c ( c c 2 ) N', 'O', 'Br', '', 'c 1 c c c c c c ( C 1']
['[C@H] 1 ( [C@H] ( [C@@H] ( O ) [C@@H] ( O ) [C@@H] ( [C@H] 1 O ) O ) O P ( [O-] ) ( = O ) [O-] ) O', '[C@@H] 1 [C@@H] ( O ) [C@H] ( O ) [C@@H] ( C O ) O 1', '', '[H+] > O', 'O']
['O [C@H] ( C ( C O ) = O ) [C@@H] ( [C@@H] ( O ) C ) O', 'C', 'C > O', '[C@H] ( C ) ( = O ) O', '*']
['C [C@H] 1 O [C@H] ( C ) [C@H] ( O ) [C@@H] ( O ) [C@H] ( C ) [C@@H] 1 O > C [S+] ( C C [C@H] ( C ) [C@H] ( [NH3+] ) C ( = O ) [O-] ) [C@H] 1 O [C@H] ( C ) [C@@H] ( O ) [C@H] ( C ) [C@@H] 1 O', '[C@@H] ( C ) O', '[C@@H] ( O ) [C@H] 1 O', 'N 1 C ( = O ) C [C@H] ( C [C@@H] ( O ) [C@H] ( O ) [C@H] ( O ) [C@H] ( O ) [C@H] ( C ) O ) [C@H] 1 O ) O [C@H] 1 O [C@H] 1 O [C@H] ( [n+] 1 c 2 c n c ( C c 3 c c ( = O ) c c c c ( C ) n c 2 ) c ( = O ) n c 1 ) c ( = O ) c ( C', 'c 2 ) [C@H] ( C']
['N [C@@H] ( C S C 1 c 2 c c c 3 c c c 4 c c c c ( c 4 C ( = N C C ( = O ) O C [C@H] ( N C ( = O ) c 2 c c c 1 ) O ) C ( O ) = O ) C = O ) C ( O ) = O', 'C [C@@H] ( C ) O', '9', 'C = O', '[Na+]']
['* [C@@H] ( C ( N [C@@H] ( * ) C ( O ) = O ) * ) ( [NH3+] ) C ( [O-] ) = O > O', '*', '[O-]', '[NH4+]', '[NH4+]']
['N ( C ( = O ) C C N C ( [C@@H] ( C ( C ) ( C O P ( [O-] ) ( = O ) O P ( [O-] ) ( O C [C@H] 1 O [C@@H] ( n 2 c 3 c ( c ( N ) n c n 3 ) n c 2 ) [C@@H] ( [C@@H] 1 O P ( [O-] ) ( = O ) [O-] ) O ) = O ) C ) O ) = O ) C C S C ( = O ) C > N ( C C C ( = O ) N C C S ) C ( = O ) C C N C ( [C@@H] ( C ( C O P ( [O-] ) ( O P ( O C [C@@H] 1 [C@@H] ( O P ( = O ) ( [O-] ) [O-] ) [C@@H] ( O ) [C@H] ( n 2 c 3 n c n c ( N ) c 3 n c 2 ) O 1 ) ( = O ) [O-] ) = O ) ( C ) C ) O ) = O', 'c 1 c c c ( C ) c c c 1', '[H+] > C C ( C ( C ) C O ) C C ( [O-] ) = O', '\\ C C ( [O-] ) = O', 'O']
['* C ( = O ) O C [C@H] ( C O ) O C ( * ) = O > * C ( = O ) [O-]', '[H+]', 'O', '[SH2+]', '[H+]']
